application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0006754,CUST001190,2024-02-02,Home Improvement,41880.33,36,Approved,Disbursed,14.75,
APP0006755,CUST002085,2024-09-29,Debt Consolidation,8781.51,36,Rejected,Risk Assessment,,16.76
APP0006756,CUST001002,2022-06-04,Debt Consolidation,11500.5,36,Approved,Disbursed,6.98,9.68
APP0006757,CUST001095,2023-03-30,Credit Card Refinancing,8004.78,36,Approved,Disbursed,27.5,2.49
APP0006758,CUST003295,2024-11-12,Debt Consolidation,18728.77,36,Abandoned In Funnel,Pre-Qualification,,12.89
APP0006759,CUST000356,2025-11-09,Credit Card Refinancing,5256.67,60,Rejected,Document Verification,,33.97
APP0006760,CUST001411,2023-01-17,Major Purchase,9099.88,60,Approved,Disbursed,10.76,
APP0006761,CUST000802,28/05/2025,Small Business,17684.97,60,Rejected,Document Verification,,17.41
APP0006762,CUST000837,2022-06-06,Home Improvement,68954.97,60,Abandoned In Funnel,Document Verification,,17.74
APP0006763,CUST002014,2024-09-13,Debt Consolidation,10406.25,60,Approved,Disbursed,18.01,11.22
APP0006764,CUST000072,2022-07-08,Major Purchase,10990.69,60,Approved,Disbursed,16.43,16.3
APP0006765,CUST000974,07/08/2025,Debt Consolidation,100000.0,36,Abandoned In Funnel,Final Offer,,25.61
APP0006766,CUST000783,2024-05-01,Credit Card Refinancing,3296.46,60,Rejected,Document Verification,,10.07
APP0006767,CUST000327,2024-11-24,Debt Consolidation,11854.4,60,Approved,Disbursed,25.12,13.7
APP0006768,CUST002757,2024-03-04,Home Improvement,6145.59,36,Approved,Disbursed,13.46,17.64
APP0006769,CUST001525,2022-12-23,Home Improvement,6957.45,36,Rejected,Risk Assessment,,13.72
APP0006770,CUST004447,2022-09-08,Small Business,19710.02,36,Abandoned In Funnel,Document Verification,,
APP0006771,CUST000549,2022-06-02,Debt Consolidation,10812.69,60,Approved,Disbursed,8.23,25.91
APP0006772,CUST001751,2024-06-13,Debt Consolidation,23711.24,60,Abandoned In Funnel,Pre-Qualification,,22.98
APP0006773,CUST001700,2025-08-07,Debt Consolidation,19971.79,60,Approved,Disbursed,5.92,29.91
APP0006774,CUST000863,2022-07-03,Debt Consolidation,4943.47,60,Approved,Disbursed,13.82,16.78
APP0006775,CUST000788,2024-06-24,Credit Card Refinancing,4568.96,36,Rejected,Pre-Qualification,,17.79
APP0006776,CUST001172,29/08/2024,Major Purchase,22936.69,36,Approved,Disbursed,17.32,21.38
APP0006777,CUST002670,2022-10-31,Home Improvement,4123.06,36,Rejected,Risk Assessment,,25.04
APP0006778,CUST004487,26/01/2025,Home Improvement,7278.09,36,Abandoned In Funnel,Document Verification,,3.32
APP0006779,CUST002497,2022-09-26,Home Improvement,15788.7,36,Approved,Disbursed,26.45,18.79
APP0006780,CUST004710,2025-05-06,Credit Card Refinancing,25017.72,36,Approved,Disbursed,17.98,14.34
APP0006781,CUST004843,2025-04-06,Small Business,12527.75,60,Abandoned In Funnel,Pre-Qualification,,43.62
APP0006782,CUST001514,2023-01-18,Debt Consolidation,30333.78,60,Approved,Disbursed,6.84,19.05
APP0006783,CUST002544,01/08/2025,Debt Consolidation,8475.43,60,Approved,Disbursed,14.72,6.93
APP0006784,CUST001128,2024-11-28,Debt Consolidation,19655.39,60,Approved,Disbursed,9.05,18.93
APP0006785,CUST003702,2022-08-10,Credit Card Refinancing,9872.17,36,Rejected,Document Verification,,
APP0006786,CUST002628,2024-07-09,Debt Consolidation,22932.43,60,Rejected,Risk Assessment,,13.5
APP0006787,CUST000226,2025-12-16,Home Improvement,10703.59,60,Abandoned In Funnel,Pre-Qualification,,30.9
APP0006788,CUST004710,2024-06-16,Major Purchase,11100.74,36,Approved,Disbursed,27.41,27.98
APP0006789,CUST001814,2022-04-06,Credit Card Refinancing,24736.57,60,Approved,Disbursed,9.23,7.13
APP0006790,CUST002421,24/09/2024,Home Improvement,17100.62,60,Approved,Disbursed,17.48,26.89
APP0006791,CUST003552,2023-03-26,Debt Consolidation,6316.79,36,Approved,Disbursed,22.2,5.35
APP0006792,CUST002821,2024-03-23,Home Improvement,76141.68,60,Approved,Disbursed,24.57,15.1
APP0006793,CUST001038,2025-03-21,Debt Consolidation,3152.33,60,Approved,Disbursed,26.46,17.12
APP0006794,CUST000314,2023-08-05,Debt Consolidation,4447.15,36,Abandoned In Funnel,Document Verification,,13.81
APP0006795,CUST000853,2025-03-25,Small Business,32335.28,60,Abandoned In Funnel,Document Verification,,8.71
APP0006796,CUST000943,19/04/2023,Major Purchase,28740.95,36,Approved,Disbursed,26.75,15.64
APP0006797,CUST000972,2024-12-29,Small Business,18062.96,36,Rejected,Document Verification,,3.65
APP0006798,CUST000955,2024-08-14,Home Improvement,10601.71,36,Rejected,Risk Assessment,,10.28
APP0006799,CUST003347,2023-05-09,Credit Card Refinancing,10721.33,60,Approved,Disbursed,10.47,23.38
APP0006800,CUST002792,2025-04-13,Credit Card Refinancing,14741.65,60,Rejected,Risk Assessment,,20.71
APP0006801,CUST001932,2023-11-11,Home Improvement,11728.69,36,Rejected,Pre-Qualification,,10.21
APP0006802,CUST001163,2024-09-04,Debt Consolidation,8093.79,36,Rejected,Pre-Qualification,,37.48
APP0006803,CUST001942,2023-03-03,Debt Consolidation,16077.48,36,Rejected,Document Verification,,20.67
APP0006804,CUST001861,2024-09-08,Major Purchase,23001.18,60,Rejected,Pre-Qualification,,12.69
APP0006805,CUST003534,29/06/2022,Small Business,11697.39,36,Abandoned In Funnel,Pre-Qualification,,21.43
APP0006806,CUST001995,2023-09-20,Credit Card Refinancing,24263.6,36,Rejected,Risk Assessment,,12.54
APP0006807,CUST003615,01/09/2023,Debt Consolidation,11539.95,36,Rejected,Risk Assessment,,1.79
APP0006808,CUST001360,2024-06-16,Home Improvement,9861.11,36,Rejected,Risk Assessment,,15.22
APP0006809,CUST000073,2024-07-29,Home Improvement,14720.86,60,Approved,Disbursed,19.07,15.32
APP0006810,CUST004178,2025-08-21,Home Improvement,39767.45,36,Rejected,Risk Assessment,,30.32
APP0006811,CUST004052,2022-01-13,Home Improvement,19360.48,60,Abandoned In Funnel,Document Verification,,5.33
APP0006812,CUST001913,2022-05-03,Small Business,35798.27,60,Approved,Disbursed,6.95,24.58
APP0006813,CUST000220,2022-07-15,Home Improvement,10790.43,60,Approved,Disbursed,19.15,27.79
APP0006814,CUST000083,2022-07-22,Major Purchase,17002.02,60,Rejected,Risk Assessment,,30.92
APP0006815,CUST001618,2022-12-10,Major Purchase,26536.46,60,Approved,Disbursed,27.62,16.37
APP0006816,CUST002002,2022-07-17,Home Improvement,8538.32,60,Approved,Disbursed,26.57,13.57
APP0006817,CUST004741,2023-11-13,Debt Consolidation,4605.7,36,Rejected,Pre-Qualification,,24.23
APP0006818,CUST004096,2023-05-26,Credit Card Refinancing,5574.59,60,Rejected,Risk Assessment,,21.44
APP0006819,CUST001171,2025-07-19,Small Business,25013.48,60,Rejected,Risk Assessment,,12.04
APP0006820,CUST004437,2022-09-24,Debt Consolidation,53655.6,36,Approved,Disbursed,23.84,11.99
APP0006821,CUST003013,2023-02-10,Home Improvement,8141.82,60,Rejected,Risk Assessment,,3.81
APP0006822,CUST004798,2024-10-15,Debt Consolidation,7642.39,60,Abandoned In Funnel,Pre-Qualification,,21.47
APP0006823,CUST002794,30/06/2022,Debt Consolidation,72926.18,36,Abandoned In Funnel,Pre-Qualification,,14.11
APP0006824,CUST002945,2024-10-18,Small Business,2720.74,60,Approved,Disbursed,12.5,29.25
APP0006825,CUST004171,2022-07-30,Credit Card Refinancing,30998.05,36,Rejected,Document Verification,,9.65
APP0006826,CUST003050,2025-10-31,Home Improvement,19077.79,36,Approved,Disbursed,19.86,14.84
APP0006827,CUST002211,2022-02-11,Home Improvement,14059.9,60,Rejected,Pre-Qualification,,13.31
APP0006828,CUST004229,2023-06-29,Debt Consolidation,14682.0,60,Approved,Disbursed,6.14,7.08
APP0006829,CUST004031,2022-07-23,Home Improvement,15404.96,60,Approved,Disbursed,9.32,20.47
APP0006830,CUST001414,2023-04-23,Major Purchase,14666.89,36,Approved,Disbursed,9.19,6.73
APP0006831,CUST000488,2024-11-04,Credit Card Refinancing,18606.62,36,Approved,Disbursed,17.63,28.42
APP0006832,CUST004097,2022-02-22,Home Improvement,3842.18,36,Rejected,Pre-Qualification,,26.83
APP0006833,CUST004526,2022-01-19,Credit Card Refinancing,15700.76,36,Rejected,Document Verification,,27.63
APP0006834,CUST002317,2022-01-08,Credit Card Refinancing,23884.07,36,Approved,Disbursed,5.53,12.94
APP0006835,CUST003219,2025-10-09,Home Improvement,6467.97,60,Abandoned In Funnel,Final Offer,,9.64
APP0006836,CUST003357,2025-07-18,Debt Consolidation,23021.27,60,Approved,Disbursed,23.39,14.58
APP0006837,CUST000094,2022-08-03,Home Improvement,15319.78,60,Rejected,Document Verification,,4.03
APP0006838,CUST000771,2025-10-19,Credit Card Refinancing,7913.07,36,Rejected,Risk Assessment,,7.82
APP0006839,CUST003754,2022-02-02,Credit Card Refinancing,6684.07,60,Approved,Disbursed,26.67,29.28
APP0006840,CUST002719,2022-11-01,Home Improvement,6204.42,36,Approved,Disbursed,23.3,19.44
APP0006841,CUST001094,2023-09-06,Home Improvement,5307.07,60,Abandoned In Funnel,Document Verification,,17.18
APP0006842,CUST002951,2025-12-05,Major Purchase,5669.79,36,Approved,Disbursed,26.65,3.62
APP0006843,CUST004467,28/10/2025,Credit Card Refinancing,11853.07,36,Rejected,Document Verification,,15.22
APP0006844,CUST002980,2024-09-03,Home Improvement,20111.22,36,Approved,Disbursed,11.63,10.36
APP0006845,CUST004404,2024-08-04,Credit Card Refinancing,64197.5,60,Abandoned In Funnel,Final Offer,,4.22
APP0006846,CUST001082,2022-03-22,Major Purchase,14403.45,36,Approved,Disbursed,7.05,7.59
APP0006847,CUST003937,2022-08-22,Home Improvement,4299.85,60,Approved,Disbursed,16.17,35.26
APP0006848,CUST003081,25/06/2022,Credit Card Refinancing,23825.05,36,Abandoned In Funnel,Final Offer,,
APP0006849,CUST000026,2022-01-12,Debt Consolidation,16731.38,36,Rejected,Pre-Qualification,,18.03
APP0006850,CUST001180,2022-03-17,Credit Card Refinancing,19312.18,36,Rejected,Risk Assessment,,2.03
APP0006851,CUST004811,2022-08-12,Home Improvement,17470.94,36,Abandoned In Funnel,Pre-Qualification,,23.3
APP0006852,CUST002422,2022-09-15,Credit Card Refinancing,8400.27,60,Rejected,Risk Assessment,,
APP0006853,CUST002719,2024-02-01,Debt Consolidation,19796.78,36,Approved,Disbursed,6.8,23.39
APP0006854,CUST004594,2025-03-13,Debt Consolidation,20494.67,60,Rejected,Risk Assessment,,10.37
APP0006855,CUST004813,05/10/2024,Home Improvement,6349.85,36,Abandoned In Funnel,Final Offer,,7.64
APP0006856,CUST000656,2025-12-07,Debt Consolidation,15498.36,36,Approved,Disbursed,27.96,13.31
APP0006857,CUST002763,2023-08-10,Credit Card Refinancing,13043.11,36,Approved,Disbursed,24.78,16.42
APP0006858,CUST004912,2025-05-25,Debt Consolidation,20400.46,36,Approved,Disbursed,26.43,40.34
APP0006859,CUST000755,2024-11-02,Debt Consolidation,71419.83,36,Abandoned In Funnel,Pre-Qualification,,11.11
APP0006860,CUST001426,2024-10-09,Credit Card Refinancing,11997.87,36,Rejected,Document Verification,,8.89
APP0006861,CUST003056,2024-05-26,Debt Consolidation,34416.38,60,Approved,Disbursed,5.65,25.57
APP0006862,CUST004491,2025-02-06,Debt Consolidation,5713.05,60,Approved,Disbursed,16.03,19.27
APP0006863,CUST002662,2022-10-03,Debt Consolidation,17020.62,36,Approved,Disbursed,15.28,7.22
APP0006864,CUST000711,2022-01-13,Home Improvement,14719.4,60,Abandoned In Funnel,Pre-Qualification,,34.65
APP0006865,CUST003922,2023-05-21,Debt Consolidation,14160.0,36,Approved,Disbursed,10.63,12.83
APP0006866,CUST003174,2025-06-11,Credit Card Refinancing,5583.49,36,Approved,Disbursed,21.95,10.88
APP0006867,CUST002303,2024-12-26,Major Purchase,40427.7,60,Approved,Disbursed,17.34,9.36
APP0006868,CUST001043,2022-12-11,Debt Consolidation,21255.5,60,Approved,Disbursed,26.9,24.65
APP0006869,CUST004945,2023-12-18,Debt Consolidation,13456.05,36,Rejected,Risk Assessment,,7.39
APP0006870,CUST002074,2023-12-28,Credit Card Refinancing,8531.26,36,Rejected,Risk Assessment,,13.06
APP0006871,CUST003604,2022-05-13,Debt Consolidation,17651.0,60,Rejected,Pre-Qualification,,16.3
APP0006872,CUST000747,2024-04-25,Home Improvement,25753.19,36,Rejected,Pre-Qualification,,19.99
APP0006873,CUST004886,01/02/2022,Debt Consolidation,11049.8,60,Rejected,Risk Assessment,,13.24
APP0006874,CUST000866,2024-03-27,Home Improvement,13536.11,36,Approved,Disbursed,20.89,13.66
APP0006875,CUST000998,2023-04-04,Small Business,15975.37,36,Rejected,Pre-Qualification,,17.62
APP0006876,CUST001590,2023-02-02,Debt Consolidation,6563.95,60,Abandoned In Funnel,Pre-Qualification,,24.57
APP0006877,CUST001531,2025-01-29,Credit Card Refinancing,4354.74,60,Abandoned In Funnel,Final Offer,,18.48
APP0006878,CUST004152,2023-12-15,Credit Card Refinancing,7773.53,60,Approved,Disbursed,26.9,10.1
APP0006879,CUST002564,2023-06-12,Debt Consolidation,6547.48,36,Approved,Disbursed,9.13,4.85
APP0006880,CUST000387,2023-02-10,Credit Card Refinancing,14575.28,36,Approved,Disbursed,14.31,27.25
APP0006881,CUST000218,2024-02-11,Home Improvement,27055.81,60,Approved,Disbursed,13.22,18.86
APP0006882,CUST002804,2023-05-14,Debt Consolidation,13879.22,36,Rejected,Pre-Qualification,,11.73
APP0006883,CUST004528,2022-06-06,Debt Consolidation,7839.58,60,Rejected,Document Verification,,4.07
APP0006884,CUST001542,05/07/2025,Debt Consolidation,7795.85,36,Approved,Disbursed,18.68,13.0
APP0006885,CUST000928,14/08/2022,Debt Consolidation,10132.28,60,Rejected,Risk Assessment,,20.54
APP0006886,CUST000133,2025-11-25,Home Improvement,35433.61,36,Approved,Disbursed,25.31,16.92
APP0006887,CUST004946,2024-09-13,Small Business,6233.66,60,Rejected,Pre-Qualification,,31.75
APP0006888,CUST004899,04/05/2025,Credit Card Refinancing,13353.91,60,Approved,Disbursed,16.17,29.95
APP0006889,CUST004071,2022-05-01,Small Business,9685.36,36,Rejected,Risk Assessment,,13.49
APP0006890,CUST000103,2023-01-25,Debt Consolidation,16531.06,36,Rejected,Document Verification,,3.04
APP0006891,CUST002998,2022-03-15,Credit Card Refinancing,9845.05,60,Rejected,Document Verification,,15.6
APP0006892,CUST001588,2023-02-18,Debt Consolidation,13337.45,36,Rejected,Risk Assessment,,11.15
APP0006893,CUST004180,06/03/2022,Small Business,4499.22,36,Rejected,Risk Assessment,,7.83
APP0006894,CUST000014,2025-01-20,Debt Consolidation,5137.69,36,Approved,Disbursed,19.88,13.45
APP0006895,CUST003687,2025-10-10,Small Business,11242.73,36,Abandoned In Funnel,Pre-Qualification,,37.6
APP0006896,CUST003450,2023-03-09,Major Purchase,9867.58,60,Rejected,Risk Assessment,,9.9
APP0006897,CUST002904,06/10/2025,Small Business,12268.87,36,Approved,Disbursed,11.05,19.02
APP0006898,CUST003627,2023-09-10,Major Purchase,13003.78,60,Rejected,Document Verification,,15.4
APP0006899,CUST000636,2024-11-12,Credit Card Refinancing,20430.92,36,Rejected,Document Verification,,50.32
APP0006900,CUST002163,2022-10-14,Home Improvement,8557.97,36,Approved,Disbursed,13.39,12.27
APP0006901,CUST004038,2022-06-21,Debt Consolidation,7345.14,60,Rejected,Document Verification,,27.61
APP0006902,CUST003442,04/04/2024,Debt Consolidation,38736.79,36,Rejected,Pre-Qualification,,6.32
APP0006903,CUST001138,2024-09-12,Debt Consolidation,24513.81,60,Abandoned In Funnel,Document Verification,,12.66
APP0006904,CUST005000,27/10/2022,Debt Consolidation,17071.08,36,Rejected,Document Verification,,38.71
APP0006905,CUST003895,2025-11-30,Debt Consolidation,13718.59,36,Rejected,Risk Assessment,,35.96
APP0006906,CUST000418,2025-02-04,Home Improvement,42608.02,36,Approved,Disbursed,14.77,24.25
APP0006907,CUST002074,2022-05-26,Small Business,12759.66,36,Approved,Disbursed,15.95,6.93
APP0006908,CUST004414,2023-09-26,Debt Consolidation,20779.29,36,Rejected,Document Verification,,31.65
APP0006909,CUST004242,2023-07-19,Debt Consolidation,25112.99,36,Approved,Disbursed,6.8,6.33
APP0006910,CUST000264,2024-05-08,Home Improvement,40932.63,60,Approved,Disbursed,14.56,16.3
APP0006911,CUST003379,15/04/2022,Debt Consolidation,36319.84,36,Rejected,Risk Assessment,,24.84
APP0006912,CUST002297,2025-04-17,Debt Consolidation,8115.75,60,Rejected,Risk Assessment,,30.79
APP0006913,CUST000107,2024-04-24,Credit Card Refinancing,12659.69,36,Approved,Disbursed,21.83,13.82
APP0006914,CUST003046,2023-06-13,Debt Consolidation,10937.48,36,Abandoned In Funnel,Pre-Qualification,,21.97
APP0006915,CUST001896,2023-12-29,Debt Consolidation,7077.88,36,Approved,Disbursed,15.99,16.49
APP0006916,CUST001920,2025-07-27,Small Business,10994.77,60,Abandoned In Funnel,Document Verification,,16.36
APP0006917,CUST003593,2024-11-01,Credit Card Refinancing,5221.83,60,Approved,Disbursed,18.26,5.32
APP0006918,CUST000938,2023-07-18,Debt Consolidation,14588.99,60,Rejected,Document Verification,,15.59
APP0006919,CUST001098,05/11/2025,Major Purchase,1971.63,36,Approved,Disbursed,27.2,10.59
APP0006920,CUST004211,2022-04-30,Major Purchase,20254.77,36,Approved,Disbursed,17.78,6.6
APP0006921,CUST004467,28/04/2023,Debt Consolidation,6180.71,60,Rejected,Document Verification,,28.96
APP0006922,CUST004654,2022-10-28,Small Business,5872.84,36,Approved,Disbursed,13.49,21.24
APP0006923,CUST000776,2022-08-19,Debt Consolidation,23471.75,36,Approved,Disbursed,26.75,1.09
APP0006924,CUST001369,2023-08-30,Credit Card Refinancing,11687.26,60,Rejected,Document Verification,,17.03
APP0006925,CUST001626,07/02/2024,Debt Consolidation,10114.85,36,Approved,Disbursed,20.89,19.91
APP0006926,CUST004643,2025-06-06,Small Business,6745.12,36,Abandoned In Funnel,Document Verification,,8.93
APP0006927,CUST003950,2022-11-24,Debt Consolidation,7898.7,60,Abandoned In Funnel,Document Verification,,25.22
APP0006928,CUST000684,2024-12-09,Debt Consolidation,31157.09,36,Rejected,Document Verification,,28.18
APP0006929,CUST003505,2024-08-16,Debt Consolidation,15815.46,36,Rejected,Risk Assessment,,
APP0006930,CUST000536,2025-02-10,Home Improvement,21797.57,36,Approved,Disbursed,8.04,15.23
APP0006931,CUST000953,2022-01-31,Debt Consolidation,4652.22,36,Approved,Disbursed,11.91,19.77
APP0006932,CUST003241,2025-06-30,Home Improvement,36104.99,36,Rejected,Risk Assessment,,25.24
APP0006933,CUST001580,25/07/2025,Debt Consolidation,9817.21,60,Abandoned In Funnel,Document Verification,,28.56
APP0006934,CUST003046,2022-07-07,Debt Consolidation,5762.22,36,Rejected,Pre-Qualification,,33.3
APP0006935,CUST000755,16/11/2022,Major Purchase,9773.95,60,Approved,Disbursed,16.42,13.78
APP0006936,CUST003974,2023-12-17,Debt Consolidation,23635.05,36,Rejected,Document Verification,,
APP0006937,CUST000168,2023-06-22,Home Improvement,22940.05,36,Approved,Disbursed,20.29,9.4
APP0006938,CUST004711,2022-05-28,Small Business,6336.42,36,Approved,Disbursed,18.0,
APP0006939,CUST001037,2025-10-25,Home Improvement,12765.07,60,Approved,Disbursed,7.16,18.01
APP0006940,CUST002228,27/04/2022,Major Purchase,9455.26,36,Rejected,Pre-Qualification,,10.27
APP0006941,CUST004854,2025-01-19,Debt Consolidation,7886.69,36,Abandoned In Funnel,Pre-Qualification,,
APP0006942,CUST002171,2022-01-31,Debt Consolidation,72006.92,36,Approved,Disbursed,10.39,17.95
APP0006943,CUST001814,2024-01-14,Debt Consolidation,10164.47,36,Abandoned In Funnel,Pre-Qualification,,19.73
APP0006944,CUST000253,2022-04-01,Credit Card Refinancing,35386.79,60,Abandoned In Funnel,Pre-Qualification,,7.68
APP0006945,CUST003463,2023-06-19,Home Improvement,13860.5,60,Rejected,Document Verification,,10.86
APP0006946,CUST003986,21/11/2022,Credit Card Refinancing,11343.83,36,Approved,Disbursed,8.74,16.55
APP0006947,CUST004571,2025-08-08,Major Purchase,36934.11,60,Approved,Disbursed,5.61,14.17
APP0006948,CUST002304,20/03/2024,Credit Card Refinancing,41726.15,36,Approved,Disbursed,15.44,11.37
APP0006949,CUST000818,2022-08-13,Small Business,11251.63,36,Abandoned In Funnel,Final Offer,,22.29
APP0006950,CUST000645,06/03/2022,Debt Consolidation,33174.07,60,Approved,Disbursed,19.3,20.21
APP0006951,CUST004878,2023-07-03,Debt Consolidation,11966.47,36,Approved,Disbursed,25.59,8.71
APP0006952,CUST001969,2024-12-20,Home Improvement,13791.48,60,Approved,Disbursed,13.17,23.77
APP0006953,CUST000514,2022-11-09,Debt Consolidation,17069.13,60,Approved,Disbursed,8.1,17.17
APP0006954,CUST002061,2024-12-27,Home Improvement,25370.26,60,Rejected,Risk Assessment,,
APP0006955,CUST000395,2024-12-10,Credit Card Refinancing,45554.66,60,Approved,Disbursed,13.86,14.07
APP0006956,CUST000233,2025-05-11,Home Improvement,7439.19,60,Approved,Disbursed,17.11,8.79
APP0006957,CUST004371,2023-05-23,Credit Card Refinancing,15455.53,60,Approved,Disbursed,20.85,10.82
APP0006958,CUST000260,2024-07-06,Debt Consolidation,4641.68,36,Abandoned In Funnel,Final Offer,,12.11
APP0006959,CUST004723,2025-03-04,Home Improvement,10110.9,60,Approved,Disbursed,7.14,14.65
APP0006960,CUST001717,2023-10-30,Home Improvement,15618.77,60,Abandoned In Funnel,Document Verification,,4.49
APP0006961,CUST004657,2022-02-11,Home Improvement,9863.03,36,Approved,Disbursed,22.91,30.39
APP0006962,CUST003396,2025-12-03,Credit Card Refinancing,25569.38,36,Approved,Disbursed,20.08,16.91
APP0006963,CUST001808,23/01/2023,Small Business,25177.41,36,Approved,Disbursed,23.81,23.34
APP0006964,CUST001562,12/12/2022,Small Business,42004.88,60,Approved,Disbursed,19.26,31.17
APP0006965,CUST000927,2022-10-02,Debt Consolidation,6830.37,36,Approved,Disbursed,13.64,19.47
APP0006966,CUST002679,2022-08-12,Debt Consolidation,29262.91,36,Approved,Disbursed,13.65,34.09
APP0006967,CUST004752,2023-03-08,Debt Consolidation,3717.37,60,Approved,Disbursed,23.79,32.11
APP0006968,CUST000176,2025-09-14,Major Purchase,10755.44,36,Rejected,Risk Assessment,,32.73
APP0006969,CUST000314,2022-12-06,Debt Consolidation,8382.21,36,Approved,Disbursed,6.11,10.81
APP0006970,CUST004852,2024-02-16,Credit Card Refinancing,21400.15,36,Approved,Disbursed,23.52,25.54
APP0006971,CUST003441,20/09/2022,Credit Card Refinancing,3454.87,36,Abandoned In Funnel,Document Verification,,8.86
APP0006972,CUST000269,2023-06-28,Credit Card Refinancing,18009.93,36,Approved,Disbursed,19.69,
APP0006973,CUST001878,2022-02-19,Credit Card Refinancing,3699.8,60,Approved,Disbursed,23.67,
APP0006974,CUST000549,2023-10-06,Home Improvement,15280.27,36,Abandoned In Funnel,Pre-Qualification,,30.58
APP0006975,CUST000919,2022-08-13,Credit Card Refinancing,15859.47,36,Approved,Disbursed,14.19,9.1
APP0006976,CUST002131,2024-01-01,Credit Card Refinancing,10935.54,60,Approved,Disbursed,10.51,19.28
APP0006977,CUST004148,15/11/2023,Debt Consolidation,29760.82,60,Abandoned In Funnel,Document Verification,,
APP0006978,CUST001269,2025-04-25,Home Improvement,7460.3,36,Approved,Disbursed,12.02,23.15
APP0006979,CUST003448,15/03/2023,Small Business,17525.98,60,Approved,Disbursed,6.96,
APP0006980,CUST004748,2025-12-20,Home Improvement,14336.75,36,Approved,Disbursed,22.81,3.92
APP0006981,CUST002699,2022-01-13,Home Improvement,39605.22,60,Approved,Disbursed,5.76,4.53
APP0006982,CUST002248,2025-08-26,Major Purchase,4334.32,36,Approved,Disbursed,11.37,25.45
APP0006983,CUST001291,2025-04-16,Debt Consolidation,40487.99,60,Rejected,Document Verification,,10.59
APP0006984,CUST002570,2023-06-28,Credit Card Refinancing,31527.07,60,Approved,Disbursed,19.71,16.23
APP0006985,CUST004381,2025-06-12,Credit Card Refinancing,17491.61,36,Approved,Disbursed,10.56,0.49
APP0006986,CUST000847,2022-03-17,Major Purchase,13907.5,36,Abandoned In Funnel,Document Verification,,3.88
APP0006987,CUST004221,2025-05-30,Credit Card Refinancing,9213.55,60,Approved,Disbursed,25.66,10.9
APP0006988,CUST003181,24/08/2025,Debt Consolidation,10763.45,36,Abandoned In Funnel,Pre-Qualification,,16.15
APP0006989,CUST000935,2025-12-03,Major Purchase,8643.06,60,Abandoned In Funnel,Final Offer,,9.2
APP0006990,CUST004653,2023-01-09,Debt Consolidation,5721.92,60,Approved,Disbursed,13.38,20.47
APP0006991,CUST003037,2023-02-20,Debt Consolidation,21714.49,36,Approved,Disbursed,19.64,7.24
APP0006992,CUST004921,2025-02-27,Home Improvement,26221.01,60,Rejected,Pre-Qualification,,7.94
APP0006993,CUST002672,30/01/2024,Credit Card Refinancing,38530.29,36,Abandoned In Funnel,Document Verification,,12.47
APP0006994,CUST002957,2023-06-29,Debt Consolidation,12337.4,36,Rejected,Document Verification,,15.59
APP0006995,CUST000167,21/08/2025,Small Business,24253.35,60,Approved,Disbursed,8.9,19.52
APP0006996,CUST000018,2022-08-11,Major Purchase,3838.5,36,Approved,Disbursed,21.57,26.55
APP0006997,CUST002446,2022-08-03,Credit Card Refinancing,12327.01,60,Approved,Disbursed,8.53,14.61
APP0006998,CUST003232,2022-09-10,Debt Consolidation,11338.83,36,Abandoned In Funnel,Document Verification,,5.51
APP0006999,CUST000804,2025-10-26,Major Purchase,16504.08,36,Approved,Disbursed,10.08,21.02
APP0007000,CUST000110,2024-05-25,Debt Consolidation,7014.49,36,Approved,Disbursed,17.1,32.6
APP0007001,CUST002909,2023-03-17,Credit Card Refinancing,9693.37,60,Approved,Disbursed,12.09,22.29
APP0007002,CUST000413,2023-02-22,Debt Consolidation,7770.5,60,Approved,Disbursed,12.52,25.03
APP0007003,CUST003594,2023-10-09,Debt Consolidation,25212.61,60,Approved,Disbursed,27.27,22.49
APP0007004,CUST001892,2023-06-04,Credit Card Refinancing,12409.39,60,Approved,Disbursed,8.46,32.36
APP0007005,CUST001595,2024-08-16,Major Purchase,13733.18,36,Approved,Disbursed,24.52,29.08
APP0007006,CUST002917,2023-10-18,Debt Consolidation,7654.69,60,Abandoned In Funnel,Final Offer,,16.98
APP0007007,CUST000662,2024-01-18,Small Business,24657.48,60,Approved,Disbursed,5.68,3.77
APP0007008,CUST003150,2022-11-24,Home Improvement,18636.86,36,Approved,Disbursed,25.72,19.98
APP0007009,CUST000894,2023-11-11,Credit Card Refinancing,13673.79,36,Rejected,Document Verification,,9.13
APP0007010,CUST001170,2023-09-22,Home Improvement,7297.9,36,Approved,Disbursed,27.27,18.57
APP0007011,CUST004882,2025-10-27,Debt Consolidation,14728.3,36,Approved,Disbursed,14.68,23.76
APP0007012,CUST002229,2022-05-14,Debt Consolidation,20400.05,36,Approved,Disbursed,14.73,7.14
APP0007013,CUST003940,2022-09-27,Home Improvement,34158.45,60,Approved,Disbursed,7.05,7.22
APP0007014,CUST000823,2024-02-08,Small Business,23416.1,36,Approved,Disbursed,14.34,16.4
APP0007015,CUST003539,2023-09-05,Debt Consolidation,9641.72,36,Approved,Disbursed,23.12,23.58
APP0007016,CUST003046,20/03/2023,Major Purchase,3427.7,60,Approved,Disbursed,19.51,9.5
