customer_id,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months
CUST001398,714,12,5,0,32.07,173,1
CUST000167,713,10,7,0,48.37,10,2
CUST003457,716,10,14,0,22.56,118,1
CUST004039,693,8,6,0,67.78,353,1
CUST003715,569,2,7,0,41.51,339,1
CUST004578,516,4,11,0,30.55,274,1
CUST003996,600,10,11,0,18.39,255,3
CUST002761,747,17,11,0,17.81,321,3
CUST000433,664,15,4,0,16.69,285,0
CUST001029,595,22,1,0,7.78,223,0
CUST003570,775,16,4,1,41.1,330,0
CUST004097,632,5,3,0,17.54,117,0
CUST001702,497,16,10,0,42.08,236,1
CUST004109,582,12,6,0,17.36,220,0
CUST002859,635,18,8,2,52.98,286,2
CUST003343,616,10,3,0,37.16,335,1
CUST004113,670,24,8,0,5.09,275,0
CUST003719,701,14,2,1,34.28,238,0
CUST004953,703,4,7,0,18.5,261,0
CUST000092,669,3,3,0,17.36,327,4
CUST004466,756,4,11,0,13.62,131,3
CUST000024,767,17,10,1,50.99,168,1
CUST001726,722,15,3,1,33.42,174,0
CUST002234,762,5,8,0,62.5,164,1
CUST001612,565,4,10,1,15.83,240,1
CUST004737,518,17,2,0,27.64,57,1
CUST004430,600,19,12,0,52.51,176,0
CUST001632,707,7,9,0,10.11,26,1
CUST002173,759,17,8,0,45.79,160,4
CUST001431,595,21,4,2,41.28,51,1
CUST001762,710,9,9,1,46.37,291,2
CUST004499,758,3,1,1,4.16,48,6
CUST003810,644,2,14,0,55.58,194,1
CUST002963,637,14,11,0,37.88,263,1
CUST003691,740,19,10,1,28.76,18,0
CUST002221,616,22,9,0,68.5,261,0
CUST001855,617,6,14,0,7.73,38,1
CUST004838,655,2,8,2,34.02,296,2
CUST002204,662,17,8,0,66.82,138,1
CUST003751,648,15,1,0,31.31,62,0
CUST000876,448,16,8,2,50.99,356,1
CUST000081,689,11,1,2,20.91,42,1
CUST002019,799,17,10,0,8.72,91,0
CUST003373,664,10,13,2,49.91,234,0
CUST004038,598,5,1,0,54.4,220,0
CUST002055,737,12,2,0,43.18,302,1
CUST001264,649,20,2,0,30.07,165,0
CUST003225,624,17,14,1,19.33,75,0
CUST000712,757,10,5,0,8.28,225,0
CUST000797,641,13,7,0,22.91,9,0
CUST003666,699,22,6,0,41.83,178,2
CUST001811,765,3,4,0,31.17,270,0
CUST001379,689,12,1,0,44.44,354,3
CUST004347,999,20,13,0,23.55,177,4
CUST002259,717,9,5,1,21.63,116,0
CUST001542,491,12,4,0,50.25,271,1
CUST002164,741,17,9,0,23.1,245,0
CUST000842,618,24,6,0,6.28,178,1
CUST000051,688,21,5,0,33.96,23,0
CUST003337,683,10,13,0,23.31,336,1
CUST001753,707,12,4,0,37.09,75,0
CUST002892,705,14,5,0,16.26,224,0
CUST000573,611,18,3,0,56.26,279,0
CUST002639,634,12,8,3,27.16,80,2
CUST003279,616,12,9,0,17.38,327,0
CUST002171,648,24,1,0,18.69,184,5
CUST000356,548,23,12,0,23.9,87,0
CUST003293,465,19,5,0,21.53,52,1
CUST002945,716,13,11,0,38.74,276,2
CUST001829,799,10,6,0,23.33,251,0
CUST001287,591,24,3,0,13.49,13,0
CUST000869,734,24,3,1,48.13,148,1
CUST000843,572,21,6,0,13.95,355,2
CUST004562,677,8,13,1,104.98,96,2
CUST004965,727,10,8,0,2.96,11,3
CUST000615,821,11,2,0,68.7,282,0
CUST002247,686,11,12,1,24.95,9,0
CUST003511,586,16,10,0,23.76,208,2
CUST004606,681,6,7,0,190.33,282,0
CUST003190,695,13,12,2,6.69,110,0
CUST003120,850,20,1,0,29.23,92,3
CUST001661,850,4,1,1,17.48,230,1
CUST002415,736,10,13,0,18.25,338,3
CUST004110,633,19,12,0,49.55,248,2
CUST002679,692,2,2,0,34.76,112,0
CUST004257,585,15,9,3,53.36,198,0
CUST004394,611,4,5,2,4.98,37,0
CUST002580,771,7,1,0,39.68,167,0
CUST002828,750,17,6,1,71.03,233,1
CUST001703,723,4,2,0,51.52,232,2
CUST004576,640,18,12,0,34.63,75,0
CUST002561,542,6,14,1,24.3,16,3
CUST001692,671,23,11,0,28.11,322,4
CUST001105,595,17,9,0,16.46,224,0
CUST001110,608,24,12,0,9.8,343,0
CUST001937,729,14,14,0,28.59,319,1
CUST000006,850,12,7,0,12.49,9,0
CUST002159,671,13,1,0,9.51,139,1
CUST000929,696,11,4,1,53.92,193,4
CUST004078,597,11,10,3,50.01,172,1
CUST003095,612,21,11,0,42.39,302,0
CUST004862,670,17,1,1,22.88,61,0
CUST002570,476,15,7,1,24.02,92,2
CUST000263,597,2,5,0,43.02,188,2
CUST002655,725,8,5,0,11.77,166,1
CUST000543,814,10,9,2,38.55,156,2
CUST001252,713,14,7,0,42.98,158,1
CUST004861,622,10,12,0,19.25,295,0
CUST004840,580,23,14,3,14.91,161,0
CUST002727,660,19,4,2,27.67,164,1
CUST003477,665,16,1,0,31.57,278,3
CUST003547,616,18,4,0,7.39,279,4
CUST003149,743,3,8,0,40.36,227,0
CUST002442,573,10,1,1,62.63,313,4
CUST001613,624,14,10,0,29.57,220,0
CUST004111,650,22,7,0,4.12,69,1
CUST000184,850,15,6,0,28.21,189,1
CUST001235,752,10,11,0,22.87,53,2
CUST003979,716,16,12,1,32.5,51,1
CUST000410,742,3,3,3,13.63,93,0
CUST001322,698,3,10,1,28.9,19,0
CUST001606,701,22,7,0,45.56,273,0
CUST002502,663,6,13,1,21.38,142,0
CUST001617,777,17,8,1,6.37,269,2
CUST001708,691,14,2,1,118.0,134,1
CUST003242,642,11,8,0,26.59,209,1
CUST001644,757,8,10,0,60.04,271,1
CUST001936,664,4,12,0,13.23,330,1
CUST003091,677,20,6,0,24.92,347,0
CUST004210,663,24,14,0,41.59,283,0
CUST003249,808,16,5,0,12.58,297,3
CUST000399,670,2,11,2,13.61,335,2
CUST003324,699,11,13,0,30.45,260,0
CUST002235,469,22,10,0,8.12,84,0
CUST003554,670,10,5,1,67.06,355,0
CUST004451,694,21,7,0,17.39,240,0
CUST004824,795,20,4,0,31.92,254,6
CUST002574,732,22,12,0,25.26,243,1
CUST002550,675,19,10,0,35.63,195,0
CUST001527,664,8,1,0,11.29,342,2
CUST002890,490,21,5,0,26.32,73,1
CUST000956,628,6,11,1,52.78,15,3
CUST002922,686,22,7,0,39.47,266,1
CUST004510,514,17,10,0,11.51,190,3
CUST000647,706,17,1,2,40.22,122,3
CUST003896,783,8,14,0,21.32,34,0
CUST001453,788,10,5,1,20.92,234,3
CUST004999,619,9,1,0,46.18,331,0
CUST004226,805,12,10,0,10.61,180,0
CUST004766,668,8,13,3,23.35,250,0
CUST003215,605,9,7,1,25.68,150,4
CUST002904,646,13,1,0,15.91,236,1
CUST001216,683,21,9,0,24.19,258,0
CUST000740,502,22,12,0,26.34,100,0
CUST003947,763,3,10,0,19.49,230,0
CUST002861,526,22,3,3,36.66,38,0
CUST001810,663,19,10,0,65.63,214,0
CUST003321,763,14,2,0,36.62,61,0
CUST002778,678,2,8,0,36.91,260,0
CUST003971,721,3,4,0,58.73,309,0
CUST001006,782,2,3,1,25.87,99,1
CUST004314,745,23,12,0,30.36,144,1
CUST003030,701,10,6,0,9.17,192,0
CUST002376,850,22,10,0,51.75,135,0
CUST003087,565,8,1,0,16.98,212,1
CUST000063,712,23,1,0,11.04,210,2
CUST003315,726,20,7,0,46.24,295,2
CUST002304,537,2,7,0,34.35,72,4
CUST002094,631,19,10,0,67.34,169,0
CUST000692,596,23,8,1,27.06,43,0
CUST000089,683,22,7,0,1.12,229,1
CUST000871,649,24,5,0,26.09,145,0
CUST000961,836,7,10,0,7.78,140,0
CUST001143,768,4,7,0,12.88,214,0
CUST002032,704,13,2,1,36.34,185,1
CUST000739,676,22,7,0,17.84,182,2
CUST002548,501,12,6,0,3.65,157,0
CUST004639,542,8,13,0,33.72,192,1
CUST000781,714,15,8,1,29.84,335,0
CUST004732,696,22,13,0,39.98,147,1
CUST004556,538,4,7,0,25.28,21,2
CUST002264,729,22,12,0,44.04,11,0
CUST002715,646,24,7,3,11.44,234,0
CUST000426,591,9,6,0,50.17,158,1
CUST000891,698,24,1,0,12.55,126,0
CUST002138,725,6,13,0,38.73,52,4
CUST004271,626,4,6,0,52.64,184,2
CUST003612,730,23,14,0,52.13,331,1
CUST004082,618,11,7,1,62.61,37,2
CUST000642,637,23,2,1,35.14,178,0
CUST000162,480,24,3,0,11.5,189,0
CUST000102,706,8,11,0,23.72,110,1
CUST003787,547,6,7,0,38.68,58,5
CUST000417,600,15,7,3,44.84,300,2
CUST003667,638,12,12,0,6.5,95,0
CUST002826,768,9,11,0,6.54,176,3
CUST003931,635,4,1,1,20.58,303,1
CUST002684,773,7,2,0,27.24,194,1
CUST003769,559,18,14,0,46.63,270,1
CUST000626,719,13,11,3,54.23,330,2
CUST003744,747,5,9,0,29.44,221,5
CUST002951,673,12,7,0,16.87,100,0
CUST001973,765,12,3,1,31.81,243,1
CUST002110,653,17,7,1,54.22,270,3
CUST002199,685,20,8,1,60.28,64,3
CUST004808,459,5,8,0,31.34,224,3
CUST004120,639,14,2,0,45.76,170,1
CUST004817,589,5,4,0,25.16,99,4
CUST000594,754,20,9,0,52.18,313,0
CUST002944,746,19,13,0,14.68,197,0
CUST003100,774,19,13,0,18.49,56,0
CUST000854,492,24,11,0,21.28,96,1
CUST003855,694,2,5,2,31.53,61,2
CUST001166,706,4,9,0,23.21,156,1
CUST003917,529,7,5,1,21.28,340,4
CUST001528,563,11,1,0,51.24,82,0
CUST002693,850,12,14,0,39.27,77,3
CUST001735,740,20,14,0,9.54,21,2
CUST000351,651,2,5,0,54.53,92,0
CUST004620,767,14,14,1,23.34,194,1
CUST001242,583,4,4,0,43.06,31,2
CUST002939,701,14,11,0,35.28,314,3
CUST003510,738,21,1,0,21.86,35,2
CUST003058,566,2,4,0,36.24,215,4
CUST001137,605,21,3,0,49.83,23,1
CUST002367,677,10,7,1,56.48,300,1
CUST002394,774,11,12,0,34.16,50,1
CUST003275,811,3,13,1,29.0,43,1
CUST004138,807,20,9,0,67.27,297,1
CUST001489,740,22,2,0,24.88,359,0
CUST000120,684,16,4,2,19.98,224,2
CUST001308,850,7,10,0,30.74,267,3
CUST001369,699,6,8,0,48.66,282,5
CUST004611,726,6,9,1,50.1,137,1
CUST001808,775,22,5,0,19.42,281,2
CUST003776,606,2,8,0,49.66,68,3
CUST003774,761,23,14,0,47.17,118,2
CUST001688,611,24,13,1,25.61,348,0
CUST002865,757,22,6,0,57.69,239,2
CUST000575,765,20,2,0,47.74,116,5
CUST002879,732,12,7,0,34.18,54,1
CUST001943,698,14,11,1,27.28,354,2
CUST000860,797,8,10,1,34.38,234,0
CUST001504,999,15,2,0,12.5,161,2
CUST004017,639,16,10,0,19.74,314,0
CUST004566,611,24,7,0,6.53,267,3
CUST001176,666,20,10,0,30.01,35,0
CUST004469,668,6,7,0,21.39,171,0
CUST001577,665,24,1,3,10.15,229,0
CUST000370,850,23,9,1,26.88,81,1
CUST003282,638,23,10,0,49.45,33,0
CUST003768,669,4,10,1,14.52,259,0
CUST003632,834,12,13,0,30.42,356,1
CUST001653,749,22,12,1,21.73,61,1
CUST001652,711,14,9,0,4.71,312,0
CUST000170,798,19,6,0,49.95,271,0
CUST002406,600,19,7,2,14.92,143,1
CUST004667,777,17,3,2,50.22,71,4
CUST004971,793,20,14,1,11.73,190,1
CUST001693,808,8,11,1,25.75,297,1
CUST000116,727,11,8,1,37.67,50,1
CUST002336,647,3,3,0,17.23,292,0
CUST003597,775,5,12,0,25.65,257,3
CUST002937,581,21,6,0,32.83,101,0
CUST000200,740,16,14,0,47.34,27,0
CUST001227,719,2,8,0,34.49,149,0
CUST004625,706,5,14,1,44.05,178,2
CUST001759,675,24,13,0,32.3,113,0
CUST000800,808,14,12,0,22.62,213,1
CUST001649,726,9,2,0,47.44,249,0
CUST004044,753,23,8,0,36.02,75,2
CUST003181,688,7,5,2,47.26,149,0
CUST003331,773,9,5,1,5.34,92,0
CUST000906,653,2,8,0,2.47,135,2
CUST002355,588,3,2,0,43.06,34,0
CUST003010,640,4,11,0,67.68,49,1
CUST004321,632,3,3,1,67.27,286,0
CUST000975,498,11,9,1,14.08,177,2
CUST000128,681,6,11,0,33.21,328,1
CUST003760,571,15,12,0,14.46,29,3
CUST004777,657,18,13,1,49.17,303,2
CUST002416,683,2,14,1,22.48,18,1
CUST003380,626,16,9,0,55.49,112,0
CUST001471,693,23,9,1,20.19,17,1
CUST001731,666,5,3,0,38.18,32,0
CUST004353,599,20,1,0,20.36,338,0
CUST004706,622,11,7,0,19.53,246,0
CUST001821,733,4,1,2,36.23,175,1
CUST002013,717,9,10,0,57.87,222,1
CUST003375,850,19,6,1,19.31,77,2
CUST003939,623,3,3,2,22.0,254,3
CUST004964,662,8,3,0,25.27,272,4
CUST004842,622,11,13,1,42.4,281,0
CUST003954,595,21,12,2,18.55,69,1
CUST000317,621,21,7,0,23.84,254,1
CUST000246,611,8,1,0,26.56,86,2
CUST001337,694,15,8,2,18.48,274,2
CUST000753,630,11,9,0,33.42,65,0
CUST001990,640,15,6,0,41.04,284,0
CUST003696,629,2,8,0,25.51,237,0
CUST002328,628,10,6,0,32.89,119,0
CUST000119,662,20,4,3,35.96,131,0
CUST000386,850,7,14,0,29.87,168,0
CUST002809,713,22,12,1,65.04,305,1
CUST000783,731,23,1,0,31.26,127,2
CUST001202,523,20,4,0,28.22,289,0
CUST002576,679,16,7,1,46.21,15,0
CUST000530,622,4,14,0,8.47,346,1
CUST004063,706,22,2,0,28.56,240,2
CUST003806,754,5,8,3,15.77,197,3
CUST000406,686,16,12,1,15.12,257,0
CUST001750,668,20,11,1,36.12,137,1
CUST003223,672,14,9,0,30.55,240,2
CUST001237,657,19,1,0,74.92,38,0
CUST003108,511,11,12,1,23.06,207,0
CUST004463,660,18,14,1,32.67,65,1
CUST000700,598,20,8,0,12.02,31,6
CUST004151,491,21,13,0,8.94,354,0
CUST001403,696,2,14,0,9.68,339,0
CUST004931,550,7,10,0,28.73,157,3
CUST001275,687,12,3,0,113.06,359,4
CUST002278,621,23,4,0,11.15,60,2
CUST002665,574,21,6,0,29.07,258,1
CUST004536,738,3,5,3,161.54,47,3
CUST004242,726,9,4,0,37.99,354,1
CUST002753,720,18,6,0,24.0,359,0
CUST001112,640,21,7,0,23.98,185,4
CUST003209,594,5,9,1,28.26,324,2
CUST002249,631,17,11,1,42.0,77,0
CUST003713,666,20,12,2,41.93,100,0
CUST002436,569,5,9,0,21.12,317,2
CUST002676,711,2,2,2,26.94,296,3
CUST001047,0,12,9,0,27.96,31,6
CUST002037,650,14,14,0,23.59,133,0
CUST004617,677,13,12,0,12.81,165,3
CUST004362,829,9,4,0,8.45,121,0
CUST003919,734,21,2,2,11.09,349,2
CUST003369,701,16,8,0,24.4,279,0
CUST003739,633,21,4,0,39.04,211,1
CUST003376,761,2,13,1,33.23,152,1
CUST001197,685,11,2,1,39.56,103,3
CUST000978,999,24,14,1,25.84,218,1
CUST003659,468,3,3,0,44.5,58,2
CUST000062,763,10,9,0,27.96,320,3
CUST000034,691,11,11,0,30.85,252,0
CUST000445,628,4,6,0,30.78,110,0
CUST002272,750,7,10,0,9.17,246,0
CUST002338,711,2,13,1,56.88,16,0
CUST000439,755,14,10,0,24.74,40,0
CUST004609,621,7,5,0,29.2,105,0
CUST004127,637,10,12,0,55.18,170,0
CUST001609,644,2,7,0,47.28,348,0
CUST000011,611,14,2,3,56.91,338,0
CUST000098,657,6,11,0,44.16,238,0
CUST001686,740,22,9,2,32.73,61,2
CUST002766,618,12,10,0,2.99,270,6
CUST001183,705,6,9,1,41.4,140,0
CUST000837,512,14,10,0,58.41,203,2
CUST001016,713,24,10,0,16.9,268,0
CUST004511,713,3,8,0,28.18,16,3
CUST001304,641,2,2,1,13.75,338,0
CUST004505,634,22,6,3,20.76,356,0
CUST004765,754,6,4,1,9.79,198,1
CUST004031,589,9,3,0,17.35,99,6
CUST002294,810,20,12,0,14.56,330,0
CUST003472,672,22,3,0,37.21,154,0
CUST003229,635,6,14,0,2.98,221,2
CUST004460,542,5,9,0,46.77,106,3
CUST004768,731,21,4,0,23.47,42,3
CUST004553,686,3,8,0,52.94,250,3
CUST002372,730,3,1,0,28.41,323,0
CUST004686,790,5,10,0,41.09,165,0
CUST001874,619,24,12,0,24.16,45,2
CUST003786,646,16,4,0,62.38,93,1
CUST003922,600,4,8,0,115.04,236,1
CUST004847,620,13,8,0,20.77,12,0
CUST001863,764,23,10,1,22.78,334,0
CUST001040,744,6,5,0,29.61,98,4
CUST001941,689,3,7,2,28.13,91,2
CUST000608,724,15,9,0,43.53,338,0
CUST002897,823,23,3,0,30.27,242,1
CUST002471,649,24,3,0,22.48,323,1
CUST004712,746,20,11,0,34.09,310,1
CUST000944,730,21,8,0,37.24,358,5
CUST001839,618,20,4,1,18.15,10,1
CUST004156,670,4,3,1,31.18,206,1
CUST004181,627,21,11,0,11.99,223,0
CUST002017,800,3,10,0,54.06,336,0
CUST002255,589,13,9,0,27.4,223,1
CUST004165,512,3,12,3,27.65,322,4
CUST002051,554,6,10,3,3.98,81,5
CUST004180,635,16,10,1,15.85,232,3
CUST004047,702,8,14,0,20.95,110,3
CUST003245,561,14,12,2,17.51,237,0
CUST003024,699,16,10,0,62.11,123,4
CUST003202,709,22,8,0,31.59,21,4
CUST003694,649,19,13,0,21.89,284,0
CUST002091,666,8,6,0,21.62,86,1
CUST002267,720,11,4,0,24.56,309,0
CUST000780,702,5,1,0,14.75,333,2
CUST003757,690,8,14,2,12.31,110,0
CUST003802,521,23,14,0,103.09,247,2
CUST002450,631,24,8,0,56.84,218,3
CUST001861,587,6,4,0,14.19,289,0
CUST001769,728,4,2,0,42.81,42,0
CUST003650,642,24,6,0,16.09,288,0
CUST004397,796,9,14,0,5.43,316,3
CUST001993,776,20,10,0,46.83,51,0
CUST002998,787,21,1,2,9.74,76,3
CUST004209,650,18,7,2,14.97,44,1
CUST001587,628,17,9,0,16.34,200,0
CUST002025,651,7,6,0,54.14,132,0
CUST001893,755,14,5,0,8.82,182,0
CUST002382,773,8,12,0,6.48,174,0
CUST002273,659,19,3,0,21.54,180,0
CUST004934,770,23,10,0,11.14,347,2
CUST002885,661,9,7,0,42.75,265,0
CUST004727,695,12,11,0,23.6,66,0
CUST002346,644,10,2,0,20.34,43,2
CUST004839,840,5,1,1,15.77,191,1
CUST001019,829,13,11,0,52.86,338,0
CUST000535,743,8,2,0,44.83,202,0
CUST001338,660,10,4,0,14.9,355,0
CUST001281,542,10,12,0,5.26,214,4
CUST000355,685,18,4,0,22.95,88,1
CUST004937,726,13,2,0,40.66,272,2
CUST001106,566,8,14,0,38.07,346,2
CUST004185,820,17,4,0,35.78,92,1
CUST000916,793,24,5,1,46.45,159,0
CUST003593,607,17,8,0,181.14,219,4
CUST004745,691,5,5,3,25.85,66,1
CUST003901,697,19,1,1,12.48,257,0
CUST002281,676,3,11,1,28.84,14,2
CUST001284,700,22,14,1,52.41,358,3
CUST002807,629,2,10,0,13.66,42,2
CUST000365,670,23,7,1,20.65,159,1
CUST004998,692,14,8,0,11.7,63,6
CUST000093,630,15,14,0,23.61,84,0
CUST000379,738,15,12,0,44.5,89,0
CUST002525,681,16,4,0,51.23,164,0
CUST004407,640,15,1,0,60.67,315,0
CUST004492,607,20,10,0,2.53,69,1
CUST001473,730,24,10,0,29.2,225,1
CUST002652,687,24,4,0,34.81,256,0
CUST003344,619,23,10,1,19.82,176,0
CUST000444,654,6,4,0,4.59,6,1
CUST001952,651,20,5,1,30.54,336,1
CUST003953,747,11,8,1,127.62,46,3
CUST004223,802,7,4,0,7.81,54,0
CUST002579,668,4,1,0,25.19,201,0
CUST004618,709,20,1,0,11.97,261,0
CUST004926,730,23,4,0,74.55,63,0
CUST004663,587,8,10,0,16.76,225,0
CUST004358,684,14,11,2,21.39,33,3
CUST002955,715,6,14,0,19.05,97,0
CUST004955,721,21,13,0,35.43,61,4
CUST000389,659,18,7,0,31.18,24,2
CUST004975,575,24,11,1,2.67,286,0
CUST003820,719,21,5,0,22.75,48,0
CUST001260,699,23,7,0,20.94,67,0
CUST004446,746,5,13,0,8.75,196,0
CUST002452,512,20,10,0,41.55,280,2
CUST002177,682,5,5,0,14.54,316,0
CUST004230,653,24,9,1,11.25,344,0
CUST003746,640,12,9,0,6.53,351,2
CUST000293,582,2,13,0,35.88,20,1
CUST002384,601,4,12,0,34.03,24,3
CUST003052,691,17,3,0,57.22,272,0
CUST002027,620,20,8,0,46.49,16,0
CUST002716,602,8,10,1,28.2,235,0
CUST004077,675,17,5,0,46.54,240,0
CUST000574,614,16,5,1,17.92,323,3
CUST004296,674,6,7,0,18.78,357,0
CUST003804,671,18,13,1,30.5,333,0
CUST000182,695,13,1,0,17.1,184,3
CUST003516,604,11,1,1,53.14,247,0
CUST002039,747,5,11,0,13.06,263,0
CUST001857,740,7,8,1,44.25,64,0
CUST001583,676,6,2,1,7.69,337,4
CUST001327,705,10,5,0,62.21,98,3
CUST001513,714,12,9,1,24.27,84,0
CUST001396,724,8,1,0,55.05,57,2
CUST004946,720,10,4,0,50.16,290,5
CUST003747,716,23,5,0,29.68,174,0
CUST002608,702,6,13,0,10.06,54,2
CUST001823,710,2,10,1,55.68,166,0
CUST004789,508,16,14,1,42.1,122,1
CUST001445,589,18,6,0,13.82,19,0
CUST000880,724,23,8,0,24.14,38,1
CUST002241,594,11,6,0,26.62,20,2
CUST002135,680,17,12,1,5.73,28,2
CUST000953,614,4,13,0,39.32,321,4
CUST000886,698,15,9,0,27.55,216,0
CUST004095,424,11,3,0,37.21,267,0
CUST001791,702,9,10,3,26.31,288,0
CUST002577,667,18,13,0,31.24,145,1
CUST004600,602,12,5,1,39.9,96,1
CUST000888,751,18,9,0,25.6,304,0
CUST004476,999,2,8,2,15.45,60,6
CUST000488,508,20,7,0,67.7,286,2
CUST004055,626,13,3,0,31.89,306,0
CUST003975,558,24,9,0,56.49,345,1
CUST002888,538,7,9,0,36.25,70,3
CUST000899,687,7,14,0,11.64,99,0
CUST002913,593,18,3,0,25.82,207,1
CUST002965,593,18,9,0,26.71,269,2
CUST002327,618,14,1,1,27.0,143,0
CUST003809,674,11,1,0,57.66,259,3
CUST000424,768,20,11,0,16.71,69,0
CUST000360,705,19,1,1,40.43,354,1
CUST003433,703,2,3,3,27.54,270,5
CUST002161,612,3,13,0,38.4,242,1
CUST000474,750,13,8,0,30.73,345,4
CUST001389,765,24,6,1,56.22,116,4
CUST003652,749,12,7,1,30.41,222,1
CUST001198,619,6,6,0,33.04,90,4
CUST001113,743,10,13,0,9.61,110,0
CUST003267,776,17,1,0,25.8,210,0
CUST002886,745,12,12,2,26.85,282,3
CUST002833,665,5,5,2,45.4,82,1
CUST004923,612,10,11,0,3.47,17,2
CUST003930,694,19,7,0,36.51,325,0
CUST000199,639,19,14,1,18.8,340,2
CUST002920,442,7,8,0,42.57,346,3
CUST001718,627,7,5,0,18.43,170,2
CUST000661,700,5,8,2,58.89,104,5
CUST002636,714,12,14,2,44.38,257,2
CUST000829,802,7,5,1,40.02,355,0
CUST002604,789,10,1,0,8.48,342,0
CUST001695,717,14,11,1,33.44,252,1
CUST004545,614,19,12,1,18.61,68,0
CUST004305,688,16,11,0,46.31,73,0
CUST000380,645,19,5,0,25.78,51,1
CUST000537,508,2,13,0,28.58,33,1
CUST002099,850,24,1,1,17.26,80,0
CUST000659,591,6,4,0,32.84,321,4
CUST004497,531,23,8,0,11.19,224,4
CUST004864,529,19,6,0,39.02,38,1
CUST000327,662,17,2,2,54.51,157,2
CUST000697,759,16,14,0,37.09,245,0
CUST002198,622,17,12,0,53.23,190,0
CUST001859,722,7,3,2,48.89,165,0
CUST004483,708,22,1,0,59.97,216,1
CUST004779,654,17,6,0,16.05,199,4
CUST002899,596,2,10,1,3.74,109,0
CUST003671,747,12,10,1,21.1,68,0
CUST004947,692,2,6,1,30.57,218,0
CUST000101,679,2,3,0,35.6,80,0
CUST002528,779,11,1,2,6.68,178,2
CUST004851,703,7,2,0,63.96,352,1
CUST003048,618,10,1,0,24.79,217,1
CUST004991,761,14,3,0,5.52,276,2
CUST003007,787,7,3,0,40.52,53,2
CUST002706,711,10,1,0,36.7,127,1
CUST004535,663,2,8,0,6.16,73,0
CUST001417,816,16,7,1,12.36,235,3
CUST004263,804,7,14,0,62.01,36,0
CUST000056,713,5,14,0,38.58,354,3
CUST003469,572,9,11,1,31.49,127,2
CUST002740,624,19,6,0,45.35,324,3
CUST001415,850,8,14,0,30.91,195,3
CUST001991,628,11,7,0,42.43,329,0
CUST000576,773,19,11,0,16.65,110,1
CUST001450,594,5,2,0,9.41,57,0
CUST001624,623,10,8,3,7.43,119,0
CUST002126,637,12,7,1,113.42,245,0
CUST004803,724,9,1,0,24.24,124,1
CUST003338,701,19,11,0,25.28,329,1
CUST002026,850,16,8,1,18.26,158,1
CUST000073,542,6,12,0,20.58,211,0
CUST002117,536,5,12,0,26.61,65,0
CUST001740,631,12,11,0,22.49,173,0
CUST000528,704,9,13,1,17.24,174,0
CUST002743,711,3,12,0,6.76,41,1
CUST004804,672,4,7,0,5.94,192,2
CUST000554,599,21,10,0,6.95,232,3
CUST001779,668,8,10,0,17.55,144,0
CUST001030,603,19,2,1,29.06,33,0
CUST000489,677,13,3,0,22.58,20,1
CUST003114,752,23,6,0,45.48,148,1
CUST000901,502,8,11,0,19.41,66,0
CUST002685,768,5,6,0,15.39,163,2
CUST004598,530,2,4,0,7.32,261,1
CUST004581,589,17,8,1,30.97,206,1
CUST003585,850,3,10,1,34.21,147,0
CUST003970,632,7,2,2,30.03,267,0
CUST000099,758,2,13,0,136.82,249,4
CUST003185,792,8,3,0,39.1,298,2
CUST001158,760,9,7,0,47.76,102,0
CUST001602,545,9,4,0,32.68,340,6
CUST001579,655,3,12,1,27.76,98,0
CUST000883,601,12,11,0,2.08,7,1
CUST004237,708,14,8,0,38.42,165,6
CUST001024,626,21,14,0,37.03,208,3
CUST000945,774,10,10,0,2.32,30,1
CUST002048,729,7,9,0,5.66,70,2
CUST003507,634,24,6,0,24.87,279,0
CUST000480,674,22,6,0,14.35,328,1
CUST002390,711,17,12,0,28.86,95,1
CUST000507,671,5,6,0,47.77,10,0
CUST004141,607,24,8,1,37.29,10,2
CUST000339,652,23,11,1,5.17,145,0
CUST002621,636,2,2,0,41.48,134,0
CUST001233,518,23,2,2,113.74,270,0
CUST000171,746,8,14,0,31.7,64,4
CUST003151,626,17,10,2,14.92,137,2
CUST001792,631,5,13,0,7.02,271,3
CUST003317,738,15,6,0,51.23,186,4
CUST000758,699,15,7,0,43.59,338,0
CUST003789,652,16,10,0,8.54,324,0
CUST003073,691,18,13,2,20.63,112,0
CUST001187,639,8,6,0,10.7,289,0
CUST002079,595,4,3,1,34.73,116,0
CUST002443,651,23,10,1,15.41,238,4
CUST003765,649,23,11,0,25.75,59,3
CUST003289,616,4,12,2,65.52,40,0
CUST002254,567,19,6,1,6.83,269,1
CUST000451,678,22,10,0,40.83,115,5
CUST000524,482,4,13,0,19.76,122,1
CUST003572,679,20,12,0,20.56,38,1
CUST001499,647,5,3,0,26.39,254,1
CUST000303,667,22,1,0,22.09,329,0
CUST000322,687,17,11,2,20.02,96,0
CUST000411,730,18,12,2,31.63,353,3
CUST002700,628,8,4,1,45.19,126,0
CUST002333,642,6,14,1,19.84,305,0
CUST001421,686,16,4,1,46.31,141,0
CUST002340,596,16,2,0,32.78,62,0
CUST003503,608,3,11,0,19.23,272,1
CUST000816,700,19,6,0,15.16,256,1
CUST000485,653,11,11,0,10.38,54,0
CUST003684,595,21,13,0,20.13,195,1
CUST004051,557,15,11,0,13.93,134,1
