transaction_id,loan_id,payment_date,payment_amount_due,payment_amount_received,payment_method,payment_status
TXN00025354,LOAN0000328,08/04/2022,810.13,819.08,Credit Card,Success
TXN00025355,LOAN0001787,2023-02-20,678.31,663.16,ACH,Success
TXN00025356,LOAN0003662,2025-11-01,435.54,0.0,Auto-Pay,Bounced/NSF
TXN00025357,LOAN0004640,2022-05-30,407.05,421.1,Auto-Pay,Success
TXN00025358,LOAN0005080,16/08/2022,1735.89,0.0,Auto-Pay,Bounced/NSF
TXN00025359,LOAN0005607,08/11/2025,340.29,330.43,ACH,Success
TXN00025360,LOAN0001628,2024-11-13,1373.14,1361.57,Manual Check,Success
TXN00025361,LOAN0007033,2024-04-22,1476.05,1514.39,Auto-Pay,Success
TXN00025362,LOAN0005488,2025-01-03,1955.72,2002.46,Auto-Pay,Success
TXN00025363,LOAN0008161,2022-05-03,1616.26,1552.88,Auto-Pay,Success
TXN00025364,LOAN0002704,2023-09-14,300.82,298.53,Credit Card,Success
TXN00025365,LOAN0003252,2024-03-03,1801.3,0.0,Auto-Pay,Failed
TXN00025366,LOAN0004839,2024-12-05,1770.49,0.0,ACH,Bounced/NSF
TXN00025367,LOAN0005170,2022-02-25,290.32,0.0,Auto-Pay,Failed
TXN00025368,LOAN0007030,2022-02-22,1026.22,1029.32,Auto-Pay,Success
TXN00025369,LOAN0006128,2022-11-13,449.24,469.04,ACH,Success
TXN00025370,LOAN0004844,2024-01-08,777.27,773.88,Manual Check,Success
TXN00025371,LOAN0000011,2025-08-03,1254.28,1287.57,Manual Check,Success
TXN00025372,LOAN0000064,2024-04-21,258.48,251.45,ACH,Success
TXN00025373,LOAN0002924,2025-07-08,1099.98,0.0,Auto-Pay,Failed
TXN00025374,LOAN0004299,2025-08-10,536.28,528.25,Auto-Pay,Success
TXN00025375,LOAN0004192,2025-08-19,818.62,791.63,ACH,Success
TXN00025376,LOAN0006591,03/11/2023,960.44,0.0,Auto-Pay,Failed
TXN00025377,LOAN0000946,26/05/2022,1836.2,0.0,Auto-Pay,Bounced/NSF
TXN00025378,LOAN0001992,2025-10-07,1378.01,0.0,Auto-Pay,Bounced/NSF
TXN00025379,LOAN0002165,2025-09-04,1084.06,1055.29,ACH,Success
TXN00025380,LOAN0000209,2024-09-20,944.26,942.78,Auto-Pay,Success
TXN00025381,LOAN0001227,2024-04-27,1494.64,1425.99,ACH,Success
TXN00025382,LOAN0000272,2022-07-08,1672.01,1616.67,ACH,Success
TXN00025383,LOAN0005988,27/04/2023,594.8,0.0,Manual Check,Failed
TXN00025384,LOAN0007774,2022-11-21,1903.04,1873.8,ACH,Success
TXN00025385,LOAN0006684,2025-10-25,1058.92,1046.97,Credit Card,Success
TXN00025386,LOAN0004761,2024-03-25,1435.12,0.0,Auto-Pay,Bounced/NSF
TXN00025387,LOAN0002645,2025-12-16,486.53,494.86,Auto-Pay,Success
TXN00025388,LOAN0007650,21/05/2023,1751.99,1800.3,Auto-Pay,Success
TXN00025389,LOAN0008119,2025-11-30,1162.7,0.0,Manual Check,Bounced/NSF
TXN00025390,LOAN0007576,2022-03-08,841.95,839.93,Auto-Pay,Success
TXN00025391,LOAN0003217,2025-11-05,1361.77,1422.9,Manual Check,Success
TXN00025392,LOAN0003813,2022-11-02,663.06,648.28,ACH,Success
TXN00025393,LOAN0003297,2022-12-03,1609.01,1615.94,ACH,Success
TXN00025394,LOAN0005322,2025-06-06,1206.39,0.0,ACH,Failed
TXN00025395,LOAN0001473,18/12/2025,642.64,661.32,Auto-Pay,Success
TXN00025396,LOAN0000002,2023-04-13,229.38,0.0,Manual Check,Bounced/NSF
TXN00025397,LOAN0007251,2023-09-19,743.1,0.0,Auto-Pay,Failed
TXN00025398,LOAN0002441,2023-11-20,1565.55,0.0,Manual Check,Bounced/NSF
TXN00025399,LOAN0004279,2022-04-22,419.51,437.87,Manual Check,Success
TXN00025400,LOAN0000445,2023-09-06,813.63,804.19,Auto-Pay,Success
TXN00025401,LOAN0007919,2024-06-28,766.94,765.3,Auto-Pay,Success
TXN00025402,LOAN0007983,2025-03-09,1165.21,1220.99,Auto-Pay,Success
TXN00025403,LOAN0002019,2023-04-04,1976.46,2035.97,Auto-Pay,Success
TXN00025404,LOAN0005964,2023-11-15,1025.23,1008.52,ACH,Success
TXN00025405,LOAN0000284,2025-02-01,843.41,812.32,Auto-Pay,Success
TXN00025406,LOAN0005299,2022-01-23,1500.94,0.0,ACH,Bounced/NSF
TXN00025407,LOAN0004431,2023-11-13,342.16,0.0,Auto-Pay,Bounced/NSF
TXN00025408,LOAN0002485,2024-07-13,1518.03,1467.63,ACH,Success
TXN00025409,LOAN0006658,2024-06-12,1362.61,1309.4,Credit Card,Success
TXN00025410,LOAN0007150,2024-02-09,376.72,0.0,Manual Check,Bounced/NSF
TXN00025411,LOAN0002655,2022-07-10,1795.88,0.0,ACH,Bounced/NSF
TXN00025412,LOAN0006671,07/01/2025,681.47,674.96,Manual Check,Success
TXN00025413,LOAN0003639,2022-10-19,406.59,424.58,ACH,Success
TXN00025414,LOAN0002507,2023-01-07,1727.76,0.0,Auto-Pay,Failed
TXN00025415,LOAN0006533,2023-12-05,1838.56,1823.85,Auto-Pay,Success
TXN00025416,LOAN0002423,2023-01-28,1229.8,1226.98,ACH,Success
TXN00025417,LOAN0003520,2023-08-30,1432.25,0.0,ACH,Failed
TXN00025418,LOAN0006916,2024-06-02,344.06,0.0,Auto-Pay,Failed
TXN00025419,LOAN0006483,2022-07-02,1102.8,0.0,Credit Card,Bounced/NSF
TXN00025420,LOAN0004058,2022-12-28,1475.96,1462.14,ACH,Success
TXN00025421,LOAN0000526,2025-02-15,1578.02,1539.49,Auto-Pay,Success
TXN00025422,LOAN0002988,19/02/2022,736.34,0.0,Auto-Pay,Bounced/NSF
TXN00025423,LOAN0000604,2024-06-04,1188.28,1164.12,Credit Card,Success
TXN00025424,LOAN0005753,2023-07-15,831.46,847.89,Manual Check,Success
TXN00025425,LOAN0006472,2023-04-26,1366.79,1315.1,ACH,Success
TXN00025426,LOAN0005634,2023-09-19,1319.62,1363.36,Credit Card,Success
TXN00025427,LOAN0002508,2025-03-18,697.37,0.0,Auto-Pay,Bounced/NSF
TXN00025428,LOAN0000372,2022-07-09,529.95,531.74,ACH,Success
TXN00025429,LOAN0005806,2022-04-04,1209.36,0.0,Manual Check,Failed
TXN00025430,LOAN0000780,2024-02-18,1643.76,1682.46,Credit Card,Success
TXN00025431,LOAN0001981,2025-05-03,209.01,0.0,Auto-Pay,Failed
TXN00025432,LOAN0006692,2022-10-02,1586.25,0.0,Credit Card,Failed
TXN00025433,LOAN0000405,30/07/2022,690.04,0.0,ACH,Bounced/NSF
TXN00025434,LOAN0003174,2023-11-12,1176.9,1235.3,Credit Card,Success
TXN00025435,LOAN0003592,2022-02-26,507.92,517.28,Credit Card,Success
TXN00025436,LOAN0003433,2024-02-07,1363.28,0.0,Manual Check,Failed
TXN00025437,LOAN0002507,2024-12-02,1549.71,1518.68,Auto-Pay,Success
TXN00025438,LOAN0000356,2025-03-21,1962.28,0.0,ACH,Failed
TXN00025439,LOAN0002318,2023-12-15,819.32,0.0,Auto-Pay,Failed
TXN00025440,LOAN0002819,2023-06-20,420.23,440.76,Credit Card,Success
TXN00025441,LOAN0000600,20/07/2025,1403.03,0.0,Auto-Pay,Bounced/NSF
TXN00025442,LOAN0005904,2022-04-28,1522.41,1495.27,Auto-Pay,Success
TXN00025443,LOAN0003168,2022-03-12,1267.91,0.0,ACH,Bounced/NSF
TXN00025444,LOAN0002652,2024-09-09,1688.33,1759.29,Manual Check,Success
TXN00025445,LOAN0002429,2023-11-16,891.72,857.72,Auto-Pay,Success
TXN00025446,LOAN0007494,2024-07-26,1067.84,1116.21,ACH,Success
TXN00025447,LOAN0000194,2023-02-23,961.18,917.98,ACH,Success
TXN00025448,LOAN0007013,02/05/2024,307.76,306.43,Auto-Pay,Success
TXN00025449,LOAN0001771,2024-02-11,372.04,368.87,Auto-Pay,Success
TXN00025450,LOAN0007695,2024-11-24,1123.91,0.0,Auto-Pay,Bounced/NSF
TXN00025451,LOAN0008088,2025-02-10,217.75,216.32,ACH,Success
TXN00025452,LOAN0006864,16/04/2023,1895.61,1877.42,ACH,Success
TXN00025453,LOAN0004982,2025-09-09,1849.77,0.0,Auto-Pay,Failed
TXN00025454,LOAN0001561,2025-12-23,1332.75,1374.07,Auto-Pay,Success
TXN00025455,LOAN0007182,2025-01-14,819.17,842.2,ACH,Success
TXN00025456,LOAN0004672,2025-09-05,1813.23,0.0,Manual Check,Failed
TXN00025457,LOAN0002632,2025-03-28,1145.26,1137.14,Credit Card,Success
TXN00025458,LOAN0000722,2024-06-24,511.75,535.39,ACH,Success
TXN00025459,LOAN0002365,2025-06-19,1929.47,0.0,Auto-Pay,Bounced/NSF
TXN00025460,LOAN0002763,04/08/2025,1438.48,0.0,Auto-Pay,Bounced/NSF
TXN00025461,LOAN0001356,2024-06-09,341.43,351.73,Auto-Pay,Success
TXN00025462,LOAN0004642,2022-10-02,397.65,397.92,ACH,Success
TXN00025463,LOAN0005970,2025-07-22,1473.63,0.0,Manual Check,Bounced/NSF
TXN00025464,LOAN0002716,2024-05-23,710.41,0.0,Auto-Pay,Bounced/NSF
TXN00025465,LOAN0005661,2025-01-27,1436.24,1456.93,Credit Card,Success
TXN00025466,LOAN0000060,2023-10-18,531.66,533.47,Auto-Pay,Success
TXN00025467,LOAN0002673,2023-01-17,653.6,649.78,Credit Card,Success
TXN00025468,LOAN0005859,2023-06-09,1192.42,1228.25,Auto-Pay,Success
TXN00025469,LOAN0005103,2024-01-26,1514.49,1476.78,Manual Check,Success
TXN00025470,LOAN0001043,2022-02-06,382.52,388.53,ACH,Success
TXN00025471,LOAN0003929,30/09/2022,1091.36,0.0,ACH,Failed
TXN00025472,LOAN0007047,2022-08-25,1351.0,0.0,Auto-Pay,Failed
TXN00025473,LOAN0006652,2025-06-28,346.49,355.04,Auto-Pay,Success
TXN00025474,LOAN0005900,2022-08-11,1105.88,0.0,ACH,Failed
TXN00025475,LOAN0005322,2023-01-28,1618.91,0.0,ACH,Failed
TXN00025476,LOAN0007656,2024-04-02,636.47,605.64,ACH,Success
TXN00025477,LOAN0005788,2023-09-23,1546.92,1511.77,ACH,Success
TXN00025478,LOAN0003903,2022-04-07,1746.46,0.0,Auto-Pay,Failed
TXN00025479,LOAN0007178,2025-12-15,669.14,0.0,ACH,Failed
TXN00025480,LOAN0006682,22/05/2022,1041.68,1039.04,ACH,Success
TXN00025481,LOAN0003333,2024-12-30,1407.9,0.0,ACH,Bounced/NSF
TXN00025482,LOAN0004725,2024-02-12,435.72,456.4,ACH,Success
TXN00025483,LOAN0005619,03/08/2022,1698.48,0.0,ACH,Failed
TXN00025484,LOAN0006610,2024-02-15,1458.7,1468.79,ACH,Success
TXN00025485,LOAN0007625,2024-04-08,444.37,0.0,Auto-Pay,Bounced/NSF
TXN00025486,LOAN0001793,2023-12-28,1255.17,1293.63,Auto-Pay,Success
TXN00025487,LOAN0002804,2023-07-10,1013.51,1038.43,Auto-Pay,Success
TXN00025488,LOAN0005630,2023-05-13,912.96,931.06,ACH,Success
TXN00025489,LOAN0005846,2024-04-09,1584.32,1564.88,Auto-Pay,Success
TXN00025490,LOAN0003666,2023-09-24,1582.66,1611.88,Auto-Pay,Success
TXN00025491,LOAN0000884,17/04/2024,1810.0,1732.29,Auto-Pay,Success
TXN00025492,LOAN0000700,19/07/2024,1078.83,0.0,Manual Check,Failed
TXN00025493,LOAN0000950,2023-11-03,1525.2,1543.75,ACH,Success
TXN00025494,LOAN0007950,2023-12-09,1862.74,1780.35,Auto-Pay,Success
TXN00025495,LOAN0005397,2025-11-05,862.41,0.0,ACH,Failed
TXN00025496,LOAN0008123,2023-05-07,385.66,0.0,Auto-Pay,Failed
TXN00025497,LOAN0000287,2025-05-22,1683.2,1738.29,ACH,Success
TXN00025498,LOAN0006293,01/05/2025,1375.13,0.0,Credit Card,Bounced/NSF
TXN00025499,LOAN0002025,13/06/2024,1890.31,1969.54,ACH,Success
TXN00025500,LOAN0002649,2025-03-22,708.99,710.46,Auto-Pay,Success
TXN00025501,LOAN0003414,2023-09-09,883.72,926.81,Auto-Pay,Success
TXN00025502,LOAN0003450,2022-10-09,1829.22,1910.73,Auto-Pay,Success
TXN00025503,LOAN0003541,2022-01-31,1219.13,1205.39,Credit Card,Success
TXN00025504,LOAN0005682,2023-01-25,818.26,0.0,Auto-Pay,Bounced/NSF
TXN00025505,LOAN0003371,2022-09-29,846.75,0.0,ACH,Bounced/NSF
TXN00025506,LOAN0003928,2025-10-07,593.01,576.42,Manual Check,Success
TXN00025507,LOAN0002763,2022-04-29,1821.74,0.0,Manual Check,Bounced/NSF
TXN00025508,LOAN0007721,2022-11-17,248.21,0.0,ACH,Bounced/NSF
TXN00025509,LOAN0002031,2025-08-31,1514.19,1451.14,Auto-Pay,Success
TXN00025510,LOAN0005956,2022-05-17,401.26,381.26,ACH,Success
TXN00025511,LOAN0005417,2024-03-16,805.72,0.0,ACH,Bounced/NSF
TXN00025512,LOAN0007135,18/09/2023,297.03,0.0,Credit Card,Failed
TXN00025513,LOAN0006846,2025-02-03,683.31,654.98,Manual Check,Success
TXN00025514,LOAN0005450,2023-07-17,1199.16,1177.29,ACH,Success
TXN00025515,LOAN0000350,2024-03-19,301.08,0.0,ACH,Bounced/NSF
TXN00025516,LOAN0007672,2025-04-03,1255.97,1238.63,Auto-Pay,Success
TXN00025517,LOAN0005469,2025-07-25,1342.94,0.0,ACH,Failed
TXN00025518,LOAN0001794,2024-12-28,820.11,844.66,Auto-Pay,Success
TXN00025519,LOAN0003456,2025-07-19,1775.73,1719.23,ACH,Success
TXN00025520,LOAN0003721,2025-09-02,1701.92,1780.8,ACH,Success
TXN00025521,LOAN0002723,2023-08-13,511.42,0.0,Auto-Pay,Bounced/NSF
TXN00025522,LOAN0002441,2023-11-30,1013.67,0.0,Credit Card,Failed
TXN00025523,LOAN0002063,2022-02-15,1491.32,1547.85,Auto-Pay,Success
TXN00025524,LOAN0007454,2025-04-11,600.28,585.3,Auto-Pay,Success
TXN00025525,LOAN0005804,09/02/2023,1702.91,0.0,ACH,Bounced/NSF
TXN00025526,LOAN0006437,2023-01-11,1728.04,1715.04,Manual Check,Success
TXN00025527,LOAN0000976,29/09/2022,1566.82,1490.56,Auto-Pay,Success
TXN00025528,LOAN0005752,25/04/2023,961.6,990.86,Auto-Pay,Success
TXN00025529,LOAN0001651,2025-10-20,1768.54,1786.27,Auto-Pay,Success
TXN00025530,LOAN0004551,2024-10-11,212.75,206.25,Auto-Pay,Success
TXN00025531,LOAN0005796,2023-03-14,1002.53,986.92,ACH,Success
TXN00025532,LOAN0003016,27/01/2023,1531.4,1562.46,ACH,Success
TXN00025533,LOAN0006422,2022-05-15,467.47,0.0,Manual Check,Bounced/NSF
TXN00025534,LOAN0007942,2023-06-20,1603.33,0.0,ACH,Bounced/NSF
TXN00025535,LOAN0000178,06/05/2022,226.69,231.6,ACH,Success
TXN00025536,LOAN0007163,2022-02-23,1992.91,1924.39,ACH,Success
TXN00025537,LOAN0006284,2023-11-10,1691.73,1687.82,Credit Card,Success
TXN00025538,LOAN0006893,2024-04-24,992.55,999.87,Auto-Pay,Success
TXN00025539,LOAN0002068,2024-12-02,1490.01,0.0,ACH,Bounced/NSF
TXN00025540,LOAN0000259,2025-03-30,341.8,349.12,Auto-Pay,Success
TXN00025541,LOAN0007121,2022-10-08,727.94,718.39,Auto-Pay,Success
TXN00025542,LOAN0002924,2023-05-07,1630.6,1594.69,ACH,Success
TXN00025543,LOAN0005845,2023-08-04,1215.41,1187.94,Auto-Pay,Success
TXN00025544,LOAN0000656,2022-04-27,1423.59,1428.84,Auto-Pay,Success
TXN00025545,LOAN0006508,2025-12-30,1740.95,1769.65,Auto-Pay,Success
TXN00025546,LOAN0002431,2023-12-04,1699.6,1734.72,ACH,Success
TXN00025547,LOAN0002400,2022-11-01,906.85,906.36,Auto-Pay,Success
TXN00025548,LOAN0003564,2023-11-20,1118.26,1163.63,Credit Card,Success
TXN00025549,LOAN0004656,2023-05-28,1363.46,0.0,Auto-Pay,Failed
TXN00025550,LOAN0005170,2023-12-15,1254.28,0.0,ACH,Failed
TXN00025551,LOAN0003813,2022-11-14,1553.78,1534.61,Auto-Pay,Success
TXN00025552,LOAN0006771,2025-10-24,485.95,475.67,Auto-Pay,Success
TXN00025553,LOAN0006571,15/06/2025,204.21,207.14,Auto-Pay,Success
TXN00025554,LOAN0001533,2022-02-25,646.39,623.0,Auto-Pay,Success
TXN00025555,LOAN0004198,28/04/2023,607.87,584.95,Credit Card,Success
TXN00025556,LOAN0007325,2024-05-16,603.74,0.0,Manual Check,Bounced/NSF
TXN00025557,LOAN0004399,2022-08-05,1641.52,0.0,ACH,Failed
TXN00025558,LOAN0000011,2023-11-04,418.23,429.46,Credit Card,Success
TXN00025559,LOAN0001307,2025-10-18,326.63,323.72,Manual Check,Success
TXN00025560,LOAN0001818,2023-04-04,1863.5,1942.47,ACH,Success
TXN00025561,LOAN0008058,2024-12-12,499.91,514.25,Auto-Pay,Success
TXN00025562,LOAN0006146,2025-04-17,235.56,242.09,ACH,Success
TXN00025563,LOAN0001611,28/10/2022,985.23,0.0,ACH,Bounced/NSF
TXN00025564,LOAN0001772,2025-10-06,1554.74,1523.68,Auto-Pay,Success
TXN00025565,LOAN0001937,2023-03-25,1959.62,2029.07,Credit Card,Success
TXN00025566,LOAN0003570,2023-07-12,880.24,0.0,Auto-Pay,Bounced/NSF
TXN00025567,LOAN0007104,2025-09-24,1760.39,0.0,ACH,Bounced/NSF
TXN00025568,LOAN0000202,2023-10-04,1473.76,1528.5,Auto-Pay,Success
TXN00025569,LOAN0002918,2022-04-25,1922.2,0.0,ACH,Bounced/NSF
TXN00025570,LOAN0005322,2025-05-23,281.04,291.39,Auto-Pay,Success
TXN00025571,LOAN0001665,2023-03-09,859.04,817.73,Credit Card,Success
TXN00025572,LOAN0004683,2025-04-08,1001.41,1040.84,Auto-Pay,Success
TXN00025573,LOAN0001329,26/01/2023,958.46,971.2,Auto-Pay,Success
TXN00025574,LOAN0005506,2025-06-25,201.85,193.77,Auto-Pay,Success
TXN00025575,LOAN0002920,2024-05-20,1113.52,0.0,Manual Check,Failed
TXN00025576,LOAN0005452,2025-06-19,561.02,579.97,ACH,Success
TXN00025577,LOAN0000129,2022-08-12,1893.76,1943.91,ACH,Success
TXN00025578,LOAN0004761,2023-02-06,1956.24,0.0,Auto-Pay,Bounced/NSF
TXN00025579,LOAN0001168,2023-07-27,1170.4,1193.38,ACH,Success
TXN00025580,LOAN0007495,2025-06-16,1133.16,1178.9,Manual Check,Success
TXN00025581,LOAN0004768,2024-06-10,1689.3,1690.05,Manual Check,Success
TXN00025582,LOAN0004274,2022-07-08,1826.94,1891.08,Auto-Pay,Success
TXN00025583,LOAN0000999,2022-07-18,841.25,0.0,Auto-Pay,Failed
TXN00025584,LOAN0007106,2022-03-16,976.7,0.0,Manual Check,Failed
TXN00025585,LOAN0007590,2023-06-20,1251.56,1305.66,ACH,Success
TXN00025586,LOAN0001511,2024-08-11,1233.93,0.0,Credit Card,Bounced/NSF
TXN00025587,LOAN0001301,2023-01-29,439.46,0.0,Auto-Pay,Bounced/NSF
TXN00025588,LOAN0000350,2024-08-03,804.76,0.0,Auto-Pay,Bounced/NSF
TXN00025589,LOAN0002281,2024-12-29,480.18,0.0,ACH,Failed
TXN00025590,LOAN0001958,2024-10-17,691.64,672.53,Credit Card,Success
TXN00025591,LOAN0007685,2024-12-19,1141.56,1197.67,Credit Card,Success
TXN00025592,LOAN0006761,2024-06-13,670.28,661.04,ACH,Success
TXN00025593,LOAN0004287,2023-02-22,510.42,509.41,ACH,Success
TXN00025594,LOAN0002590,23/08/2025,1630.57,1552.96,Auto-Pay,Success
TXN00025595,LOAN0003007,2023-04-09,1539.95,0.0,Auto-Pay,Bounced/NSF
TXN00025596,LOAN0004570,2025-08-19,1610.13,0.0,Auto-Pay,Failed
TXN00025597,LOAN0002073,2023-02-22,1667.09,1659.49,Auto-Pay,Success
TXN00025598,LOAN0000406,2024-06-24,916.35,918.52,ACH,Success
TXN00025599,LOAN0004068,24/05/2025,1939.04,1982.29,Auto-Pay,Success
TXN00025600,LOAN0003809,2024-08-30,1738.91,1673.67,ACH,Success
TXN00025601,LOAN0004159,2023-11-25,701.76,679.52,Auto-Pay,Success
TXN00025602,LOAN0002088,2024-07-06,1448.48,1460.6,ACH,Success
TXN00025603,LOAN0003626,27/11/2023,1346.13,0.0,ACH,Bounced/NSF
TXN00025604,LOAN0003234,2024-09-07,1282.46,1281.2,ACH,Success
TXN00025605,LOAN0003071,15/06/2023,449.3,440.91,ACH,Success
TXN00025606,LOAN0006286,2024-05-22,457.24,471.84,ACH,Success
TXN00025607,LOAN0000880,2022-03-17,1620.01,1561.39,ACH,Success
TXN00025608,LOAN0007310,2024-12-11,1335.28,1329.8,Auto-Pay,Success
TXN00025609,LOAN0007381,2024-06-04,1678.56,1599.27,Credit Card,Success
TXN00025610,LOAN0004538,16/08/2025,1921.08,1865.81,ACH,Success
TXN00025611,LOAN0004986,2022-04-28,1736.34,1719.94,ACH,Success
TXN00025612,LOAN0004189,2022-10-29,458.92,0.0,ACH,Bounced/NSF
TXN00025613,LOAN0000957,2024-10-20,958.42,0.0,Auto-Pay,Bounced/NSF
TXN00025614,LOAN0005373,2022-08-28,579.46,596.76,ACH,Success
TXN00025615,LOAN0001772,2025-04-16,1660.53,1673.48,Auto-Pay,Success
TXN00025616,LOAN0001360,2024-12-29,1037.22,1023.05,Auto-Pay,Success
TXN00025617,LOAN0004897,2025-06-12,494.31,506.86,Auto-Pay,Success
TXN00025618,LOAN0001075,2023-11-24,1324.94,1373.71,Auto-Pay,Success
TXN00025619,LOAN0000975,2024-11-11,1118.2,1172.16,Auto-Pay,Success
TXN00025620,LOAN0003307,2025-06-20,369.04,387.24,Manual Check,Success
TXN00025621,LOAN0005463,2025-12-09,484.46,479.47,ACH,Success
TXN00025622,LOAN0003549,2023-10-17,1089.86,0.0,Credit Card,Failed
TXN00025623,LOAN0000531,11/09/2025,941.62,0.0,Credit Card,Bounced/NSF
TXN00025624,LOAN0002069,2022-12-20,1157.94,1155.54,ACH,Success
TXN00025625,LOAN0006782,2022-03-09,841.76,0.0,Auto-Pay,Failed
TXN00025626,LOAN0003450,2025-08-30,231.99,237.77,Manual Check,Success
TXN00025627,LOAN0007058,2023-09-15,1463.42,1514.71,Auto-Pay,Success
TXN00025628,LOAN0002920,2023-04-08,1302.45,0.0,ACH,Bounced/NSF
TXN00025629,LOAN0007763,2022-11-13,1987.28,2020.85,ACH,Success
TXN00025630,LOAN0001501,09/09/2024,414.3,0.0,Credit Card,Failed
TXN00025631,LOAN0000237,2025-01-10,824.31,865.11,Auto-Pay,Success
TXN00025632,LOAN0004182,27/10/2023,476.36,0.0,ACH,Failed
TXN00025633,LOAN0001854,2025-02-11,711.97,690.74,ACH,Success
TXN00025634,LOAN0004768,2023-04-15,446.68,433.56,Auto-Pay,Success
TXN00025635,LOAN0001610,2022-02-23,1355.46,1304.31,ACH,Success
TXN00025636,LOAN0002876,2024-07-31,1335.75,1302.75,Auto-Pay,Success
TXN00025637,LOAN0000593,2024-06-27,452.46,457.26,Auto-Pay,Success
TXN00025638,LOAN0003214,2023-11-25,1287.55,1257.76,Auto-Pay,Success
TXN00025639,LOAN0004825,2022-12-06,1645.45,0.0,Auto-Pay,Bounced/NSF
TXN00025640,LOAN0006451,2024-08-05,1052.11,1081.35,Manual Check,Success
TXN00025641,LOAN0004127,19/01/2024,1041.08,0.0,Auto-Pay,Bounced/NSF
TXN00025642,LOAN0007632,2025-05-14,1988.35,0.0,Credit Card,Failed
TXN00025643,LOAN0005664,2022-12-27,222.1,232.18,Manual Check,Success
TXN00025644,LOAN0002335,2023-10-08,1502.66,1429.67,Credit Card,Success
TXN00025645,LOAN0004746,2022-10-07,1909.18,1948.98,ACH,Success
TXN00025646,LOAN0007674,2023-04-02,1218.2,1199.79,ACH,Success
TXN00025647,LOAN0007398,2022-12-09,1929.73,0.0,Manual Check,Bounced/NSF
TXN00025648,LOAN0002036,2024-01-02,1056.58,1040.69,ACH,Success
TXN00025649,LOAN0007408,2022-04-04,1356.45,1367.96,ACH,Success
TXN00025650,LOAN0005972,2022-03-27,1093.77,1115.39,ACH,Success
TXN00025651,LOAN0008038,2022-03-21,1040.43,1063.15,ACH,Success
TXN00025652,LOAN0007808,2025-05-17,1459.55,1388.71,ACH,Success
TXN00025653,LOAN0007080,03/11/2022,557.84,538.21,ACH,Success
TXN00025654,LOAN0002694,2024-03-06,1157.06,1156.11,Auto-Pay,Success
TXN00025655,LOAN0002565,2023-08-02,679.77,678.01,Manual Check,Success
TXN00025656,LOAN0002123,2024-01-20,1865.8,1812.16,Auto-Pay,Success
TXN00025657,LOAN0005671,2025-10-11,485.01,0.0,Auto-Pay,Bounced/NSF
TXN00025658,LOAN0004840,2023-04-27,1353.98,1388.19,Manual Check,Success
TXN00025659,LOAN0004828,2025-09-11,1322.33,1318.48,Auto-Pay,Success
TXN00025660,LOAN0002716,2024-07-03,1280.22,0.0,Auto-Pay,Failed
TXN00025661,LOAN0000213,2023-02-14,1828.26,1832.86,Auto-Pay,Success
TXN00025662,LOAN0001952,2025-08-22,1053.82,1040.25,ACH,Success
TXN00025663,LOAN0007952,2022-03-08,1502.65,0.0,Auto-Pay,Bounced/NSF
TXN00025664,LOAN0004277,2024-08-29,1457.34,1436.31,Auto-Pay,Success
TXN00025665,LOAN0006968,2022-09-14,625.85,0.0,Credit Card,Failed
TXN00025666,LOAN0001571,2024-06-21,408.8,412.5,Auto-Pay,Success
TXN00025667,LOAN0004085,04/04/2025,1993.93,2046.59,ACH,Success
TXN00025668,LOAN0003886,07/02/2025,1311.67,1284.67,Manual Check,Success
TXN00025669,LOAN0007132,2024-07-19,797.64,811.01,Auto-Pay,Success
TXN00025670,LOAN0000290,2025-06-03,799.34,799.45,Auto-Pay,Success
TXN00025671,LOAN0002952,2024-10-10,1720.44,1729.0,ACH,Success
TXN00025672,LOAN0008044,2024-12-18,1150.12,1139.12,Auto-Pay,Success
TXN00025673,LOAN0003661,2025-07-17,727.21,704.5,Credit Card,Success
TXN00025674,LOAN0007640,02/06/2024,979.95,958.73,Auto-Pay,Success
TXN00025675,LOAN0004220,2022-05-27,1277.87,1223.6,Credit Card,Success
TXN00025676,LOAN0002632,2024-06-18,1553.6,0.0,ACH,Bounced/NSF
TXN00025677,LOAN0000675,02/05/2023,1370.57,0.0,Auto-Pay,Failed
TXN00025678,LOAN0007980,2025-07-08,1448.71,1392.44,Auto-Pay,Success
TXN00025679,LOAN0005978,2022-09-26,838.4,879.61,Auto-Pay,Success
TXN00025680,LOAN0006816,2024-11-11,243.76,249.32,Auto-Pay,Success
TXN00025681,LOAN0001340,2022-03-08,1948.77,2011.02,Manual Check,Success
TXN00025682,LOAN0000074,2025-12-10,487.84,484.07,Credit Card,Success
TXN00025683,LOAN0005412,2023-05-22,564.3,584.7,Auto-Pay,Success
TXN00025684,LOAN0003462,25/06/2022,1244.76,1259.15,ACH,Success
TXN00025685,LOAN0005973,2024-01-21,508.78,485.83,ACH,Success
TXN00025686,LOAN0000428,2023-11-23,538.3,519.5,Auto-Pay,Success
TXN00025687,LOAN0007761,2023-11-24,1126.78,1097.74,Auto-Pay,Success
TXN00025688,LOAN0002523,2024-02-22,222.49,0.0,Auto-Pay,Bounced/NSF
TXN00025689,LOAN0006483,11/05/2025,1631.29,0.0,ACH,Failed
TXN00025690,LOAN0006762,2024-09-19,1174.2,1192.71,Credit Card,Success
